no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,1,0,0,1,202,2018,10,22,1,0,0,0,109.8,0,1
1,0,2,0,0,0,0,282,2017,10,10,1,0,0,0,0.0,0,0
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,85.5,0,0
1,0,1,3,0,0,0,188,2018,10,28,1,0,0,0,90.9,0,1
3,0,1,3,0,0,0,71,2017,7,8,0,0,0,0,90.56,0,0
2,0,0,4,0,0,1,56,2018,5,31,1,0,0,0,122.4,0,1
2,0,1,0,1,0,0,183,2018,10,28,1,0,0,0,80.1,1,1
2,0,0,2,2,0,0,39,2017,10,14,0,0,0,0,101.5,0,0
2,0,2,0,0,0,2,62,2018,9,4,1,0,0,0,96.23,1,0
2,2,2,1,0,0,3,209,2018,7,17,1,0,0,0,168.3,1,1
2,0,2,6,0,0,0,134,2018,7,4,1,0,0,0,89.25,0,1
2,0,0,3,0,0,0,5,2017,12,31,0,0,0,0,75.0,0,0
2,0,2,5,0,0,0,76,2018,6,11,1,0,0,0,116.28,0,1
2,0,0,2,2,0,0,211,2018,5,20,0,0,0,0,100.0,0,1
2,0,2,1,0,0,0,115,2018,10,18,0,0,0,0,72.25,0,0
2,0,1,4,0,0,0,112,2018,7,13,1,0,0,0,72.25,2,0
2,0,1,1,2,0,0,247,2018,6,13,0,0,0,0,115.0,1,0
2,0,2,5,1,0,0,165,2018,8,20,1,0,0,0,94.5,0,1
2,0,2,5,0,0,0,134,2018,7,6,1,0,0,0,99.45,0,0
1,0,0,3,0,0,0,59,2018,3,30,1,0,0,0,82.92,0,0
2,0,0,4,1,1,0,185,2018,8,13,1,0,0,0,89.25,1,0
3,0,1,5,0,0,1,101,2018,12,22,1,0,0,0,119.0,2,0
2,1,2,3,2,0,0,65,2017,12,20,0,0,0,0,88.38,1,0
2,0,0,4,0,0,0,225,2018,8,5,0,0,0,0,92.65,0,1
2,0,2,1,0,0,0,186,2018,11,30,1,0,0,0,64.56,0,1
2,0,0,3,0,0,0,157,2018,12,8,0,0,0,0,92.65,0,0
1,0,0,2,0,0,0,103,2018,4,13,1,0,0,0,115.0,0,1
2,0,1,2,1,0,0,185,2018,12,17,1,0,0,0,79.2,0,1
2,0,2,5,0,0,1,138,2018,5,4,1,0,0,0,121.5,1,0
2,0,1,2,2,0,0,247,2018,6,6,0,0,0,0,110.0,0,1
2,0,0,4,0,0,1,86,2018,12,8,1,0,0,0,122.0,0,0
3,0,2,3,0,0,0,166,2018,7,7,1,0,0,0,121.55,0,1
2,0,2,1,0,0,3,27,2018,9,18,1,0,0,0,234.0,2,0
2,0,2,4,0,0,0,168,2018,7,22,0,0,0,0,72.25,0,0
2,0,2,2,2,0,0,107,2018,9,18,0,0,0,0,107.0,0,1
2,0,2,1,0,0,1,155,2018,10,2,1,0,0,0,119.07,1,1
2,1,1,2,0,0,0,70,2017,10,25,1,0,0,0,89.25,1,0
2,0,1,2,0,0,0,224,2017,10,2,0,0,0,0,65.0,0,1
2,0,2,5,0,0,0,122,2018,7,27,0,0,0,0,68.0,0,0
3,0,0,2,0,0,1,169,2018,8,12,1,0,0,0,137.7,0,1
2,0,1,3,1,0,0,186,2018,7,22,1,0,0,0,89.25,0,1
2,0,1,3,0,0,0,194,2018,9,12,0,0,0,0,101.4,0,0
1,0,0,2,0,0,1,11,2018,6,8,2,0,0,0,90.0,0,0
2,0,0,1,0,0,0,1,2018,11,2,1,1,0,1,111.0,0,0
2,2,0,1,0,0,3,16,2018,1,19,1,0,0,0,92.0,2,0
2,1,2,3,0,0,0,44,2018,11,5,0,0,0,0,112.0,0,0
1,0,0,1,0,0,0,122,2018,4,15,0,0,0,0,85.0,0,1
1,0,0,2,0,0,0,99,2018,2,28,2,0,0,0,81.0,0,0
2,0,1,1,0,0,0,174,2018,7,25,1,0,0,0,106.0,0,1
2,0,0,3,0,0,1,103,2018,3,23,0,0,0,0,99.3,0,0
2,0,1,2,0,0,0,14,2018,2,29,0,0,0,0,38.67,0,0
2,0,1,1,0,0,0,275,2018,10,5,1,0,0,0,90.0,0,1
1,0,1,1,2,0,0,88,2017,10,5,0,0,0,0,90.0,0,0
2,2,0,1,0,0,3,3,2018,11,9,1,0,0,0,246.25,2,0
1,0,0,3,0,0,1,9,2018,6,10,1,0,0,0,166.0,0,1
2,0,1,2,0,0,0,81,2018,5,8,0,0,0,0,80.75,0,0
1,0,0,4,0,0,0,14,2018,5,18,0,0,0,0,62.0,0,0
2,0,1,2,0,1,0,58,2017,9,16,0,0,0,0,89.75,0,0
2,0,0,3,1,0,0,103,2018,5,24,1,0,0,0,116.1,1,0
2,1,0,1,0,0,0,221,2017,8,11,0,0,0,0,76.5,3,0
2,0,1,3,0,0,0,197,2018,4,1,1,0,0,0,106.2,2,1
2,0,2,0,0,0,1,128,2018,10,11,1,0,0,0,132.3,0,1
2,0,0,3,0,0,0,188,2018,8,3,1,0,0,0,105.3,0,1
2,0,2,1,1,0,0,205,2018,10,21,1,0,0,0,85.5,0,1
2,0,0,1,0,0,1,26,2018,5,19,1,0,0,0,177.0,1,0
2,0,0,2,0,0,0,30,2018,9,15,0,0,0,0,140.0,0,0
2,0,2,1,0,0,1,88,2018,10,3,1,0,0,0,132.3,0,1
1,0,1,2,0,0,0,8,2018,3,1,0,0,0,0,70.0,0,0
2,0,2,5,0,0,0,195,2018,7,21,1,0,0,0,90.95,3,0
3,0,1,1,0,0,1,3,2018,3,18,1,0,0,0,162.0,0,0
2,0,2,3,1,0,0,308,2018,12,29,1,0,0,0,71.91,0,0
3,0,1,0,0,0,1,87,2018,9,11,1,0,0,0,168.3,0,1
2,0,2,3,0,0,0,186,2018,10,6,1,0,0,0,79.66,1,0
2,0,2,1,2,0,0,100,2018,4,18,1,0,0,0,140.6,0,1
2,0,2,1,1,0,0,158,2018,10,30,1,0,0,0,85.5,0,1
1,0,0,3,2,0,0,34,2017,9,23,0,0,0,0,177.33,0,0
2,1,2,1,0,0,0,28,2018,4,17,1,0,0,0,115.03,1,1
2,0,0,0,0,0,2,145,2018,7,4,1,0,0,0,0.0,1,0
2,0,2,2,1,0,0,208,2018,10,30,1,0,0,0,80.75,0,1
0,2,0,1,0,0,2,197,2018,7,18,1,0,0,0,86.5,1,0
2,0,0,3,0,0,0,168,2018,5,4,1,0,0,0,99.45,2,1
2,0,0,3,0,0,0,50,2018,11,15,0,0,0,0,75.0,2,0
1,0,0,1,0,0,0,1,2018,1,21,0,0,0,0,65.8,0,0
2,0,0,2,0,0,0,42,2018,4,21,0,0,0,0,105.0,0,1
2,0,2,1,0,0,0,224,2017,10,2,0,0,0,0,65.0,1,0
2,0,2,2,0,0,0,67,2018,4,22,0,0,0,0,80.75,0,0
2,0,2,1,0,0,0,109,2017,8,23,1,0,0,0,76.5,0,1
2,0,0,2,2,0,0,39,2017,8,15,0,0,0,0,109.0,0,0
2,0,2,1,0,0,0,44,2018,11,5,0,0,0,0,112.0,0,0
2,0,1,1,0,0,0,305,2018,10,4,0,0,0,0,89.0,0,1
2,1,0,2,0,0,0,29,2018,3,27,1,0,0,0,176.0,0,1
2,0,0,5,0,0,1,8,2017,12,28,1,0,0,0,127.0,1,0
2,0,2,2,0,0,0,250,2018,10,28,1,0,0,0,96.3,0,1
2,0,2,2,0,0,0,244,2018,10,30,1,0,0,0,85.85,2,1
2,0,2,1,0,0,0,46,2018,3,13,0,0,0,0,85.0,0,0
2,0,0,3,0,0,0,91,2018,9,30,0,0,0,0,80.0,0,0
3,0,1,0,0,0,0,51,2018,3,28,0,0,0,0,48.51,1,0
2,0,1,2,0,0,0,102,2018,7,8,0,0,0,0,72.25,0,0
2,0,0,3,0,0,0,103,2018,7,18,0,0,0,0,72.25,0,0
3,0,0,4,0,0,1,112,2018,4,27,1,0,0,0,131.13,1,1
3,0,0,2,0,0,0,16,2018,5,5,0,0,0,0,138.0,1,0
2,0,0,1,2,0,0,55,2018,4,6,1,0,0,0,104.0,0,1
3,0,4,6,0,0,1,167,2018,7,10,1,0,0,0,130.05,0,1
1,0,1,2,0,0,1,83,2018,7,25,1,0,0,0,118.8,1,0
2,0,0,2,0,1,0,90,2018,4,9,1,0,0,0,96.3,1,0
2,0,0,3,0,0,1,56,2018,6,8,1,0,0,0,140.4,0,1
3,0,2,3,0,0,1,36,2018,12,3,1,0,0,0,126.0,2,0
2,0,1,1,0,0,0,210,2018,8,15,0,0,0,0,72.25,0,0
2,0,1,2,0,0,0,158,2018,3,25,0,0,0,0,70.0,0,0
3,0,0,2,0,0,1,167,2018,12,19,1,0,0,0,122.4,0,1
2,0,2,5,1,0,0,68,2018,2,13,1,0,0,0,67.5,1,1
2,0,2,2,0,0,0,294,2018,12,29,1,0,0,0,82.11,0,1
2,0,1,1,1,0,0,98,2018,12,26,1,0,0,0,79.2,2,0
3,0,2,3,0,0,1,23,2018,3,29,1,0,0,0,124.1,0,0
2,0,2,2,0,0,0,26,2017,11,14,0,0,0,0,43.5,0,0
2,0,0,2,0,0,0,71,2018,6,22,0,0,0,0,140.0,0,0
1,0,1,0,0,1,0,6,2018,12,21,2,1,0,4,67.0,0,0
2,0,2,2,0,0,0,162,2018,10,14,0,0,0,0,115.0,0,1
2,0,0,3,0,0,0,185,2018,5,5,1,0,0,0,114.75,0,1
2,0,1,1,2,0,0,19,2018,3,21,1,0,0,0,130.0,0,1
2,0,0,2,2,0,0,88,2018,10,6,0,0,0,0,117.0,1,1
2,0,1,2,0,0,0,161,2018,9,19,0,0,0,0,95.88,0,0
2,0,1,4,0,0,0,275,2018,10,16,1,0,0,0,90.0,0,1
1,0,1,3,0,0,0,271,2018,9,21,0,0,0,0,85.67,0,0
2,0,0,1,0,0,1,162,2018,8,27,1,0,0,0,118.8,0,1
2,0,0,2,0,0,0,41,2017,10,16,0,0,0,0,85.5,1,0
2,0,1,5,0,0,1,189,2018,8,8,1,0,0,0,109.77,2,1
3,0,1,2,0,0,1,111,2018,7,17,1,0,0,0,137.7,1,0
2,1,0,1,0,0,0,20,2018,1,16,1,0,0,0,71.6,1,1
2,0,1,3,0,0,0,285,2018,10,3,0,0,0,0,100.0,0,1
2,0,1,1,1,0,0,155,2018,6,18,1,0,0,0,116.1,2,0
2,0,2,2,1,0,0,217,2018,9,25,1,0,0,0,116.1,2,1
2,0,1,1,0,0,0,133,2018,7,21,0,0,0,0,72.25,0,0
2,0,2,5,0,0,0,212,2018,10,20,1,0,0,0,96.3,3,0
1,0,1,2,0,0,0,0,2017,12,12,2,1,0,2,65.0,0,0
2,2,1,0,0,0,3,150,2018,6,18,1,0,0,0,206.0,0,0
2,0,0,1,0,0,0,115,2018,5,19,1,0,0,0,114.3,0,1
2,0,0,2,0,0,0,22,2018,10,20,0,0,0,0,140.0,0,0
3,0,2,1,0,0,1,8,2018,2,13,1,0,0,0,127.0,1,1
3,0,0,1,0,0,1,2,2018,12,17,1,0,0,0,97.0,1,0
2,0,1,2,0,0,0,4,2018,2,18,0,0,0,0,72.8,0,1
2,0,2,3,1,0,0,188,2018,8,3,1,0,0,0,96.05,0,1
3,0,2,1,0,0,1,6,2018,2,20,1,0,0,0,130.0,2,0
3,0,2,2,0,0,1,86,2018,7,2,0,0,0,0,90.95,0,0
3,0,2,2,0,0,0,87,2018,6,26,0,0,0,0,105.4,0,0
2,0,0,1,0,0,0,135,2018,10,11,0,0,0,0,90.0,0,1
2,0,0,3,0,0,1,125,2018,6,30,1,0,0,0,125.55,0,1
2,0,0,1,0,0,0,106,2018,7,4,0,0,0,0,91.89,1,0
2,0,0,1,2,0,0,256,2018,6,15,0,0,0,0,115.0,1,1
2,1,0,3,0,0,1,99,2018,10,19,1,0,0,0,151.2,2,0
1,0,0,1,0,0,0,14,2017,10,6,2,1,0,5,95.0,1,0
1,0,0,3,0,0,0,174,2018,9,22,0,0,0,0,95.67,0,0
2,1,1,3,0,0,1,184,2018,5,30,1,0,0,0,117.73,1,0
2,0,0,2,0,0,1,14,2018,9,22,1,0,0,0,184.0,1,0
2,1,0,2,1,0,0,11,2018,2,12,1,0,0,0,82.33,0,0
3,0,1,3,0,1,0,0,2018,6,27,0,0,0,0,98.1,0,0
2,0,2,4,0,0,1,56,2018,4,16,1,0,0,0,130.05,0,1
2,0,3,7,0,0,0,109,2018,7,13,1,0,0,0,90.95,0,1
1,0,2,2,0,0,0,163,2018,10,7,0,0,0,0,100.0,0,1
1,0,0,3,0,0,0,19,2018,6,1,2,1,1,0,80.0,0,0
2,0,2,5,0,0,0,209,2018,8,17,1,0,0,0,90.95,0,1
2,0,2,1,0,0,0,27,2018,6,9,0,0,0,0,120.0,0,0
2,0,0,3,0,0,0,113,2018,3,29,0,0,0,0,100.0,0,0
3,0,1,2,0,0,1,18,2017,12,30,0,0,0,0,122.0,0,0
1,0,0,2,0,0,0,188,2018,9,15,0,0,0,0,130.0,0,1
2,0,2,4,0,0,0,70,2018,4,3,0,0,0,0,80.0,0,1
2,0,0,2,2,0,0,74,2017,9,29,0,0,0,0,101.5,0,1
2,0,0,2,0,0,0,95,2018,10,30,1,0,0,0,90.9,2,1
2,0,0,1,2,0,0,13,2018,7,26,0,0,0,0,96.0,0,0
2,0,2,1,0,0,0,103,2018,5,21,1,0,0,0,99.3,0,1
1,0,0,1,0,0,0,84,2018,4,27,1,0,0,0,85.5,0,1
2,0,1,2,0,0,0,87,2018,4,11,2,0,0,0,80.75,0,0
2,0,2,2,2,0,0,134,2017,12,4,0,0,0,0,113.0,0,0
2,0,0,3,0,0,0,214,2018,8,18,1,0,0,0,90.9,0,1
2,0,2,1,0,0,0,107,2018,5,29,0,0,0,0,80.75,1,0
2,0,2,3,1,0,0,116,2018,12,16,1,0,0,0,79.2,2,0
1,0,1,3,0,0,0,45,2017,11,18,0,0,0,0,60.0,0,0
2,2,1,1,0,0,3,111,2018,7,17,1,0,0,0,168.3,0,1
2,1,0,3,0,0,0,86,2018,12,8,1,0,0,0,122.0,0,1
1,0,3,6,0,0,0,5,2018,4,12,2,0,0,0,95.0,0,1
2,0,1,1,0,0,5,5,2018,11,21,4,0,0,0,0.0,2,0
2,0,1,5,0,0,0,137,2018,11,28,1,0,0,0,85.0,0,1
3,0,0,4,0,0,1,60,2018,3,24,1,0,0,0,113.05,2,1
2,0,0,3,0,0,0,113,2018,8,4,1,0,0,0,105.3,0,1
3,0,2,3,0,0,0,111,2018,6,13,0,0,0,0,105.4,0,0
1,0,0,4,0,0,1,178,2018,10,22,1,0,0,0,129.65,0,1
2,0,1,0,0,0,0,127,2018,6,27,1,0,0,0,96.3,0,0
2,2,1,4,0,0,3,14,2018,10,24,1,0,0,0,152.83,0,1
2,0,1,4,0,0,0,189,2018,7,11,1,0,0,0,90.95,1,0
1,0,0,1,0,0,0,2,2017,9,9,0,0,0,0,75.0,0,0
1,0,0,2,0,0,0,65,2018,10,7,1,0,0,0,158.0,0,0
2,0,1,3,2,0,0,13,2018,3,26,0,0,0,0,73.0,0,0
2,0,2,2,0,0,0,15,2018,12,26,0,0,0,0,52.0,1,1
2,0,1,1,0,0,0,309,2018,5,13,0,0,0,0,65.0,0,0
2,0,2,6,0,0,1,173,2017,7,15,1,0,0,0,89.25,1,1
3,0,1,3,0,0,1,160,2018,7,25,1,0,0,0,130.05,0,1
3,0,2,5,0,0,1,151,2018,7,2,1,0,0,0,138.55,0,1
3,0,1,1,2,0,1,145,2018,10,21,1,0,0,0,202.5,1,1
2,0,2,2,0,0,1,127,2018,5,22,1,0,0,0,113.05,0,1
2,0,2,5,0,0,1,172,2018,10,28,1,0,0,0,104.4,1,1
2,0,2,2,0,0,0,124,2018,7,17,1,0,0,0,99.45,1,0
2,0,2,2,0,0,0,189,2018,8,22,0,0,0,0,72.25,0,0
1,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,61.0,0,1
2,0,0,1,0,0,0,119,2018,7,14,1,0,0,0,129.9,1,0
2,1,0,2,0,0,0,50,2018,3,25,1,0,0,0,87.3,2,0
3,0,0,4,0,0,1,4,2018,3,22,1,0,0,0,119.0,2,0
1,0,1,0,0,0,0,4,2018,4,25,2,1,0,7,65.0,1,0
1,0,0,1,0,0,0,7,2017,12,30,0,0,0,0,62.0,2,0
2,0,0,2,2,0,0,150,2018,6,2,0,0,0,0,90.0,1,0
2,0,1,3,0,0,0,74,2018,5,9,0,0,0,0,80.75,1,0
3,0,2,3,0,0,1,69,2018,9,23,1,0,0,0,137.7,2,0
1,0,1,3,0,0,0,55,2018,4,7,1,0,0,0,78.08,0,0
1,0,0,1,0,0,0,7,2018,11,2,2,1,0,5,94.0,0,0
2,2,0,1,1,0,3,1,2018,5,25,1,0,0,0,211.0,2,0
2,0,0,2,0,0,0,304,2018,11,3,0,0,0,0,89.0,0,0
3,0,1,2,0,0,1,155,2018,8,21,1,0,0,0,128.7,1,0
2,0,1,2,0,0,0,273,2018,5,5,0,0,0,0,95.0,0,1
2,0,1,4,0,0,0,148,2017,12,30,0,0,0,0,68.0,0,0
1,0,0,1,0,1,0,7,2018,11,17,2,1,0,5,67.0,1,0
2,0,2,2,0,0,0,136,2018,7,2,1,0,0,0,93.08,2,0
0,2,1,0,0,0,2,4,2017,8,12,1,0,0,0,0.0,0,0
2,0,2,5,1,0,0,166,2018,11,6,1,0,0,0,85.87,0,1
3,0,2,1,0,0,1,7,2018,6,26,1,0,0,0,182.0,0,0
1,0,1,1,0,0,0,0,2017,10,12,4,1,0,1,6.0,0,0
1,0,1,4,0,0,0,69,2018,6,12,0,0,0,0,120.0,0,1
2,1,2,2,0,0,0,54,2018,12,24,1,0,0,0,107.1,3,0
1,0,1,2,0,0,0,82,2018,4,11,1,0,0,0,76.5,0,1
2,0,0,2,0,0,0,315,2018,12,2,0,0,0,0,52.0,1,0
1,0,1,1,0,0,0,4,2018,5,2,0,0,0,0,120.0,0,0
1,0,0,2,0,0,1,122,2018,5,12,1,0,0,0,121.5,0,0
2,0,2,2,0,0,0,40,2017,9,15,0,0,0,0,94.5,0,0
2,0,2,2,0,0,0,70,2018,4,25,0,0,0,0,80.75,0,0
2,0,0,4,0,0,0,239,2018,7,12,1,0,0,0,107.0,0,1
2,0,0,2,0,0,0,176,2018,9,8,0,0,0,0,125.1,0,1
2,0,1,1,0,0,0,112,2018,7,18,1,0,0,0,105.3,0,0
1,0,0,4,0,0,0,56,2017,9,4,1,0,0,0,69.11,0,0
1,0,2,5,0,0,0,19,2018,2,7,0,0,0,0,54.74,0,0
2,0,0,5,2,1,1,94,2018,8,13,1,0,0,0,138.25,3,0
3,0,0,3,0,0,1,112,2018,12,14,1,0,0,0,131.13,2,0
3,0,2,2,0,0,1,63,2018,4,10,1,0,0,0,137.7,2,0
2,0,2,5,0,0,0,32,2018,12,27,0,0,0,0,70.0,0,0
2,0,0,4,0,0,4,2,2018,12,28,1,0,0,0,110.5,0,0
2,1,1,3,0,0,3,15,2018,12,29,1,0,0,0,166.85,2,0
1,0,1,2,2,0,0,377,2018,10,14,0,0,0,0,90.0,0,0
2,0,1,0,1,0,0,180,2018,8,26,1,0,0,0,85.5,1,0
1,0,1,2,0,0,0,44,2018,4,25,0,0,0,0,85.5,0,0
2,0,0,2,2,0,0,292,2018,7,21,1,0,0,0,94.5,0,1
2,0,0,4,1,0,0,205,2018,8,3,1,0,0,0,89.25,1,0
2,0,2,1,0,0,0,204,2017,10,9,1,0,0,0,72.75,0,0
2,0,1,4,0,0,0,76,2017,7,11,0,0,0,0,76.5,0,0
3,0,2,2,0,0,1,36,2018,5,27,1,0,0,0,147.9,1,1
2,0,1,2,0,0,0,109,2018,5,30,0,0,0,0,75.0,0,0
2,0,2,2,0,0,1,83,2018,10,16,1,0,0,0,132.3,1,1
2,0,0,1,1,0,0,221,2018,12,30,1,0,0,0,79.8,0,1
1,0,1,3,2,0,0,111,2018,9,24,0,0,0,0,86.0,0,1
2,0,2,2,0,0,0,109,2018,10,23,0,0,0,0,80.75,0,1
2,0,0,2,0,0,0,141,2018,7,1,1,0,0,0,96.3,1,0
2,0,2,2,0,0,0,8,2018,9,26,1,0,0,0,190.0,2,0
2,2,0,3,0,0,5,40,2018,9,7,1,0,0,0,174.0,2,0
2,1,2,1,0,0,0,40,2018,4,30,1,0,0,0,125.53,0,0
2,1,1,1,0,0,0,13,2018,3,8,0,0,0,0,96.0,1,0
3,0,1,3,0,0,1,78,2018,10,25,1,0,0,0,128.7,1,0
2,0,0,2,2,0,0,265,2018,10,24,1,0,0,0,115.0,1,1
2,0,0,1,0,0,3,47,2018,12,3,1,0,0,0,156.6,2,0
2,0,2,1,0,0,0,74,2018,12,17,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,191,2018,8,20,1,0,0,0,131.75,0,1
2,0,2,3,0,0,0,166,2018,8,19,1,0,0,0,99.45,1,1
1,0,1,0,0,0,0,164,2018,10,16,0,0,0,0,144.0,0,0
1,0,0,1,0,0,0,35,2018,6,27,0,0,0,0,76.5,0,0
2,0,0,2,0,0,0,209,2018,9,15,1,0,0,0,119.85,1,1
1,0,0,2,0,0,0,1,2018,1,26,2,1,0,1,79.0,0,0
3,0,2,2,0,0,1,54,2018,4,30,1,0,0,0,159.3,0,1
2,0,0,2,0,0,1,20,2018,8,30,1,0,0,0,156.0,0,1
2,0,0,4,0,0,1,56,2018,9,8,1,0,0,0,149.4,0,1
2,0,0,1,0,0,1,0,2017,12,31,4,0,0,0,0.0,1,0
2,0,0,3,0,0,1,39,2018,12,27,1,0,0,0,201.08,1,0
2,0,0,1,1,0,0,181,2018,7,23,1,0,0,0,86.5,1,1
2,0,0,4,1,0,0,109,2018,5,4,1,0,0,0,94.35,1,0
2,0,2,3,0,0,1,87,2018,10,26,1,0,0,0,104.4,1,0
2,0,0,3,0,0,4,30,2018,3,31,0,0,0,0,137.52,0,0
3,0,2,2,0,0,1,64,2018,12,24,1,0,0,0,126.0,1,0
2,0,0,3,0,0,0,138,2018,5,31,1,0,0,0,105.9,1,0
1,0,0,3,0,0,1,62,2018,4,24,1,0,0,0,110.08,1,0
1,0,2,2,0,0,0,115,2018,2,14,0,0,0,0,76.0,0,0
2,0,0,2,2,0,0,273,2017,7,17,1,0,0,0,109.0,0,1
2,0,1,1,0,0,1,65,2018,9,26,1,0,0,0,139.5,1,1
2,0,1,4,0,0,0,141,2018,7,13,1,0,0,0,107.95,2,0
2,0,0,4,0,0,1,78,2018,7,26,1,0,0,0,114.3,0,0
2,0,0,2,0,0,0,290,2018,6,17,0,0,0,0,72.0,0,1
2,0,0,4,1,0,0,119,2018,4,28,1,0,0,0,85.5,0,1
2,0,0,3,0,0,1,13,2018,12,8,1,0,0,0,170.0,2,0
1,0,0,2,0,0,0,221,2017,10,17,0,0,0,0,60.0,0,0
3,0,0,5,0,0,0,79,2018,3,31,1,0,0,0,126.3,1,0
2,0,1,4,0,0,1,53,2018,9,21,1,0,0,0,149.4,1,0
2,0,0,2,2,0,0,346,2018,9,18,1,0,0,0,0.0,0,0
2,0,1,0,0,0,4,1,2018,9,25,1,0,0,0,195.0,0,0
2,2,0,1,0,0,3,8,2018,5,3,1,0,0,0,221.0,1,0
2,0,2,4,0,0,0,123,2018,2,26,0,0,0,0,66.0,0,0
2,0,2,3,0,0,0,110,2018,4,9,1,0,0,0,82.45,1,0
2,0,0,5,0,0,1,77,2018,9,8,1,0,0,0,149.4,3,0
2,0,2,5,0,0,2,6,2017,10,22,1,0,0,0,116.36,1,0
2,0,0,3,0,0,0,233,2018,6,29,1,0,0,0,100.3,0,1
2,1,0,2,0,0,0,208,2018,8,31,1,0,0,0,112.5,1,1
2,0,0,2,0,0,0,104,2017,10,6,0,0,0,0,75.0,0,1
2,0,0,3,1,0,0,104,2018,10,6,1,0,0,0,108.0,2,1
2,2,1,3,0,0,3,32,2018,4,11,1,0,0,0,159.3,0,1
2,0,2,4,1,0,0,193,2018,7,20,1,0,0,0,92.28,1,1
2,0,1,2,0,0,0,139,2018,8,15,1,0,0,0,114.3,1,0
2,0,1,3,0,0,1,78,2018,12,26,1,0,0,0,105.61,0,1
1,0,0,3,0,0,0,245,2018,7,6,0,0,0,0,110.0,0,0
2,0,0,1,1,0,0,151,2018,7,12,1,0,0,0,94.5,1,1
2,0,1,5,0,0,0,97,2018,12,7,1,0,0,0,88.4,0,1
2,0,1,3,0,0,0,125,2017,12,30,1,0,0,0,99.45,1,0
2,0,1,2,0,0,0,56,2018,6,20,0,0,0,0,120.0,0,0
2,0,2,5,0,0,1,156,2018,6,20,1,0,0,0,116.82,0,1
2,0,2,2,0,0,0,74,2018,7,16,0,0,0,0,81.25,0,0
2,0,2,5,0,0,1,85,2018,8,13,0,0,0,0,91.7,1,0
2,0,0,2,1,0,0,103,2018,7,18,1,0,0,0,94.5,1,1
1,0,0,1,0,1,0,0,2017,10,25,2,1,0,5,67.0,0,0
2,0,2,2,0,0,0,48,2018,11,19,0,0,0,0,75.0,0,0
2,0,0,2,0,0,0,59,2018,11,29,0,0,0,0,75.0,0,0
2,0,2,2,0,0,0,59,2018,8,28,0,0,0,0,85.0,1,0
2,0,2,1,0,0,0,104,2018,5,21,1,0,0,0,126.9,0,1
2,0,0,1,0,0,0,113,2017,8,22,1,0,0,0,76.5,0,1
2,1,0,1,0,0,0,35,2018,12,29,1,0,0,0,152.1,0,0
2,0,1,3,0,0,0,268,2018,10,19,0,0,0,0,80.75,0,0
1,0,0,1,0,0,0,96,2018,4,8,1,0,0,0,90.9,0,1
2,0,2,3,0,0,0,153,2018,7,3,1,0,0,0,133.88,2,1
2,0,3,5,0,0,0,132,2018,7,6,0,0,0,0,72.25,0,0
2,0,2,4,0,0,0,109,2018,11,13,1,0,0,0,97.75,1,1
2,0,1,3,0,0,0,159,2018,5,26,1,0,0,0,198.9,1,1
2,0,1,5,0,0,1,66,2018,9,28,1,0,0,0,141.69,0,0
2,0,1,2,0,0,0,18,2018,11,22,0,0,0,0,89.0,0,1
1,0,0,1,0,0,0,84,2018,6,7,2,1,0,5,65.0,0,0
2,0,2,4,0,0,0,80,2018,3,20,1,0,0,0,65.42,1,0
3,0,2,6,0,1,1,27,2018,4,15,1,0,0,0,141.46,2,0
2,0,0,2,0,0,2,14,2018,1,16,1,0,0,0,86.75,0,0
2,0,2,2,0,0,1,181,2018,4,23,1,0,0,0,118.0,2,1
2,0,1,2,0,1,0,199,2018,7,23,1,0,0,0,105.3,1,1
3,0,0,2,0,0,1,103,2018,8,11,1,0,0,0,146.7,1,1
2,2,0,3,0,0,3,67,2018,3,22,1,0,0,0,185.1,0,0
1,0,2,3,0,0,0,116,2018,4,16,1,0,0,0,81.9,0,0
2,0,2,2,0,0,1,121,2018,5,14,1,0,0,0,113.05,1,0
2,0,2,5,0,0,0,139,2018,7,8,1,0,0,0,96.3,2,0
3,0,2,3,0,0,0,256,2018,10,14,1,0,0,0,133.11,2,1
3,0,2,4,0,0,1,6,2018,3,4,1,0,0,0,163.67,1,0
2,0,1,4,0,0,0,149,2018,7,3,0,0,0,0,81.25,1,0
2,0,1,0,2,0,0,100,2017,10,16,1,0,0,0,108.0,0,1
2,0,1,1,0,0,0,0,2017,10,18,1,0,0,0,200.0,1,0
1,0,2,2,0,0,0,166,2018,11,11,1,0,0,0,110.0,0,1
2,0,0,3,2,0,0,34,2017,9,23,1,0,0,0,224.67,0,1
1,0,0,1,0,1,0,22,2018,10,13,2,1,0,2,67.0,1,0
2,0,1,3,2,0,0,17,2018,12,14,1,0,0,0,122.75,0,0
3,0,0,1,0,0,1,49,2018,9,6,1,0,0,0,168.3,0,1
2,1,0,2,0,0,0,107,2018,6,10,1,0,0,0,130.0,1,0
